Year,Month,Total_word,Total_freq,Republican_word,Republican_freq,Democrat_word,Democrat_freq,Male_word,Male_freq,Female_word,Female_freq,Senate_word,Senate_freq,House_word,House_freq
2011,10,jobs,711,jobs,571,jobs,118,jobs,577,jobs,134,jobs,128,jobs,583
2011,10,job,356,job,300,medicare,96,job,282,job,74,economy,79,job,305
2011,10,work,270,trade,222,small,73,work,224,make,53,trade,78,work,219
2011,10,businesses,266,regulations,212,work,65,businesses,215,businesses,51,agreements,58,businesses,219
2011,10,trade,259,economy,205,businesses,61,trade,214,support,50,main,53,tax,188
2011,10,economy,246,agreements,201,make,59,economy,203,work,46,years,52,small,187
2011,10,tax,227,work,200,people,59,tax,184,trade,45,work,51,people,182
2011,10,agreements,219,businesses,200,veterans,53,business,180,economy,43,job,51,trade,181
2011,10,regulations,213,energy,183,services,52,regulations,179,tax,43,law,49,regulations,179
2011,10,small,212,tax,171,need,52,agreements,178,medicare,42,program,49,create,169
2013,9,obamacare,1070,obamacare,1026,syria,115,obamacare,900,obamacare,170,obamacare,253,obamacare,817
2013,9,syria,796,syria,678,health,106,syria,631,syria,165,health,168,syria,674
2013,9,military,703,military,603,military,92,health,577,military,148,military,153,military,550
2013,9,health,698,health,578,care,71,military,555,health,121,care,141,health,530
2013,9,care,559,care,472,weapons,69,care,467,people,96,law,137,care,418
2013,9,law,518,law,464,people,67,law,433,care,92,syria,122,people,405
2013,9,people,496,people,418,work,65,people,400,law,85,state,112,law,381
2013,9,work,440,americans,381,chemical,62,work,363,open,85,americans,102,open,368
2013,9,open,427,open,371,action,60,americans,354,work,77,support,96,work,356
2013,9,americans,415,work,368,community,58,open,342,action,63,people,91,americans,313
2011,6,debt,531,debt,452,afghanistan,66,debt,454,debt,77,states,110,debt,445
2011,6,spending,459,spending,403,debt,63,spending,405,spending,54,debt,86,spending,380
2011,6,jobs,339,jobs,291,energy,48,jobs,292,jobs,47,united,80,jobs,286
2011,6,medicare,310,medicare,263,medicare,44,medicare,273,plan,42,spending,79,medicare,261
2011,6,economy,257,economy,225,community,44,economy,218,job,40,budget,64,economy,219
2011,6,energy,247,job,214,care,41,budget,216,economy,39,address,60,energy,201
2011,6,budget,239,budget,206,veterans,40,states,215,energy,39,read,59,job,200
2011,6,states,238,plan,201,support,38,energy,208,country,38,jobs,53,plan,186
2011,6,plan,236,energy,196,states,38,plan,194,medicare,37,administration,53,economic,181
2011,6,job,229,states,193,disabled,38,economic,194,veterans,34,libya,51,budget,175
2011,4,budget,1023,budget,788,budget,189,budget,935,budget,88,budget,132,budget,891
2011,4,spending,781,spending,718,health,116,spending,714,spending,67,health,88,spending,702
2011,4,health,361,debt,268,shutdown,95,health,337,shutdown,51,care,85,cuts,288
2011,4,cuts,325,energy,252,medicare,81,cuts,295,energy,36,energy,85,health,273
2011,4,tax,307,tax,249,services,73,tax,289,plan,36,spending,79,tax,270
2011,4,debt,303,cuts,241,cuts,63,debt,277,republicans,34,kansans,58,billion,258
2011,4,billion,293,billion,237,plan,59,billion,266,work,33,address,57,debt,252
2011,4,fiscal,291,fiscal,236,program,58,fiscal,265,medicare,32,mcconnell,52,fiscal,249
2011,4,energy,273,health,233,care,56,energy,237,gas,32,debt,51,shutdown,223
2011,4,plan,256,trillion,197,seniors,54,care,222,cuts,30,main,51,plan,222
2015,6,trade,744,trade,700,trade,44,trade,651,trade,93,defense,51,trade,707
2015,6,tpa,386,tpa,378,world,37,tpa,322,tpa,64,portman,50,tpa,382
2015,6,health,315,health,300,veterans,33,health,284,work,32,security,43,health,291
2015,6,care,286,care,279,work,31,care,263,medical,32,state,43,care,253
2015,6,support,249,open,233,funding,29,support,224,health,31,cruz,42,open,228
2015,6,open,247,support,227,service,25,open,219,people,30,agencies,39,support,215
2015,6,vote,223,states,213,law,24,vote,207,tax,30,hearing,38,vote,212
2015,6,states,223,administration,211,support,22,states,204,open,28,veterans,38,authority,196
2015,6,administration,217,vote,206,honor,21,administration,203,appropriations,27,states,37,administration,187
2015,6,authority,206,state,198,cancer,19,law,194,support,25,trade,37,states,186
2013,12,health,414,budget,342,health,74,health,372,obamacare,51,budget,86,health,340
2013,12,budget,380,health,339,insurance,52,budget,331,budget,49,obamacare,75,budget,294
2013,12,obamacare,327,obamacare,318,coverage,46,obamacare,276,health,42,health,74,obamacare,252
2013,12,care,292,law,258,need,41,care,261,military,33,care,59,care,233
2013,12,law,277,care,257,budget,38,law,256,people,31,law,58,law,219
2013,12,spending,228,spending,213,marketplace,35,spending,213,care,31,state,58,people,172
2013,12,people,205,people,171,people,34,insurance,179,research,31,spending,58,insurance,171
2013,12,insurance,191,agreement,166,bipartisan,34,people,174,work,27,iran,57,spending,170
2013,12,agreement,180,military,156,care,34,americans,160,first,26,military,48,open,145
2013,12,americans,179,americans,155,program,34,agreement,157,make,25,agreement,46,americans,136
2014,5,veterans,607,veterans,460,veterans,145,veterans,490,veterans,117,veterans,150,veterans,457
2014,5,health,404,committee,354,health,84,health,365,women,65,care,87,committee,345
2014,5,committee,393,health,320,care,78,committee,363,care,63,dr,82,health,324
2014,5,care,374,care,295,work,75,care,311,families,58,health,80,care,287
2014,5,people,280,administration,244,women,72,administration,239,work,56,paul,76,people,251
2014,5,work,274,people,222,families,59,people,238,military,55,association,64,work,234
2014,5,administration,271,benghazi,199,members,59,work,218,people,42,rand,61,administration,231
2014,5,members,238,work,197,people,57,members,206,jobs,42,school,57,americans,202
2014,5,service,234,department,191,working,57,service,204,support,40,obamacare,55,benghazi,201
2014,5,department,233,passed,190,funding,57,americans,199,school,39,states,54,passed,201
2011,1,health,475,health,296,health,179,health,377,health,98,state,77,health,411
2011,1,care,413,care,264,care,149,care,328,care,85,health,64,care,367
2011,1,law,264,spending,231,state,94,spending,241,law,39,leahy,58,repeal,228
2011,1,spending,246,repeal,183,work,91,law,225,repeal,38,ryan,51,law,223
2011,1,repeal,241,law,183,law,81,repeal,203,work,31,spending,50,spending,196
2011,1,state,207,obamacare,152,reform,77,state,176,state,31,budget,50,people,166
2011,1,people,197,people,136,jobs,68,people,172,miller,30,vermont,48,work,154
2011,1,work,190,budget,127,address,67,work,159,insurance,29,care,46,obamacare,136
2011,1,address,165,state,113,people,61,address,151,people,25,program,46,state,130
2011,1,jobs,158,work,99,leahy,60,budget,141,reform,22,committee,46,address,129
2015,4,tax,504,tax,480,work,58,tax,483,iran,28,iran,112,tax,440
2015,4,iran,385,iran,341,school,56,iran,357,work,27,veterans,80,iran,272
2015,4,nuclear,282,nuclear,246,years,54,nuclear,258,nuclear,24,state,80,nuclear,196
2015,4,work,233,veterans,190,trade,52,veterans,209,open,22,nuclear,77,work,189
2015,4,veterans,215,state,182,jobs,46,work,206,tax,21,states,68,open,187
2015,4,state,213,states,175,program,45,state,198,school,19,care,65,years,149
2015,4,open,208,work,175,iran,44,states,187,states,19,tax,64,support,140
2015,4,states,206,open,170,duluth,44,open,186,security,18,deal,57,death,139
2015,4,support,190,deal,159,service,41,support,177,country,17,agreement,55,first,137
2015,4,years,189,committee,157,local,40,years,175,member,17,committee,53,states,136
2013,11,health,1134,health,965,veterans,177,health,943,health,191,health,231,health,903
2013,11,care,802,obamacare,716,health,157,care,660,care,142,obamacare,188,veterans,671
2013,11,veterans,778,care,674,insurance,119,veterans,645,veterans,133,care,146,care,656
2013,11,obamacare,748,veterans,601,care,117,obamacare,640,obamacare,108,americans,122,obamacare,560
2013,11,insurance,581,plan,479,work,90,insurance,496,americans,93,keep,110,insurance,484
2013,11,americans,538,keep,467,people,81,plan,458,insurance,85,veterans,107,plan,442
2013,11,plan,532,americans,460,coverage,76,keep,445,law,83,insurance,97,americans,416
2013,11,keep,518,insurance,458,americans,72,americans,445,people,82,law,93,keep,408
2013,11,law,481,law,429,affordable,69,law,398,plan,74,plan,90,law,388
2013,11,people,419,people,334,years,66,people,337,keep,73,people,88,people,331
2012,6,health,765,health,600,health,150,health,652,health,113,care,97,health,677
2012,6,care,723,care,595,care,117,care,622,care,101,health,88,care,626
2012,6,law,598,law,532,program,81,law,507,law,91,law,86,law,512
2012,6,tax,463,tax,419,veterans,72,tax,411,work,65,mcconnell,85,tax,383
2012,6,jobs,424,jobs,356,work,72,jobs,369,court,56,tax,80,jobs,364
2012,6,court,378,energy,338,people,70,energy,329,jobs,55,court,69,energy,345
2012,6,energy,371,court,317,affordable,65,court,322,supreme,55,americans,62,court,309
2012,6,people,346,supreme,277,services,62,people,295,obamacare,54,jobs,60,people,299
2012,6,supreme,330,people,272,department,61,americans,276,tax,52,work,52,supreme,284
2012,6,americans,318,americans,266,jobs,60,supreme,275,people,51,economy,50,work,261
2010,5,health,258,spending,137,health,138,health,228,capito,34,health,60,health,198
2010,5,law,185,law,121,care,86,law,171,health,30,law,55,spending,157
2010,5,care,183,health,120,law,60,care,160,coal,26,reform,52,care,138
2010,5,spending,174,jobs,104,disabled,55,spending,158,west,25,border,50,law,130
2010,5,jobs,146,tax,99,previews,54,jobs,126,care,23,main,49,jobs,119
2010,5,tax,128,care,97,program,51,tax,121,mothers,21,financial,48,tax,116
2010,5,program,123,billion,90,families,46,small,110,epa,20,care,45,program,107
2010,5,small,120,small,86,work,43,program,108,jobs,20,states,36,small,98
2010,5,people,111,states,82,home,43,budget,103,virginia,20,security,35,billion,94
2010,5,states,111,budget,80,veterans,41,people,100,mining,19,west,35,budget,92
2011,8,spending,460,spending,404,jobs,94,spending,408,spending,52,spending,110,spending,350
2011,8,debt,392,debt,331,work,56,debt,353,jobs,48,debt,97,debt,295
2011,8,budget,350,budget,291,debt,51,budget,310,budget,40,budget,79,budget,271
2011,8,jobs,311,jobs,208,economy,50,jobs,263,debt,39,address,66,jobs,251
2011,8,work,216,cuts,155,job,45,work,194,cuts,29,plan,64,job,172
2011,8,economy,198,energy,154,budget,43,economy,171,passed,28,jobs,60,work,158
2011,8,cuts,183,tax,153,spending,41,tax,157,job,28,work,58,energy,155
2011,8,job,183,work,152,health,39,job,155,economy,27,main,56,economy,150
2011,8,energy,174,economy,138,people,36,cuts,154,state,27,states,53,cuts,142
2011,8,people,173,job,136,economic,35,energy,149,economic,26,state,50,economic,139
2011,2,spending,573,spending,497,budget,97,spending,475,spending,98,spending,88,spending,485
2011,2,budget,489,budget,385,cuts,82,budget,408,budget,81,health,77,budget,417
2011,2,health,303,health,239,spending,75,health,244,health,59,address,76,health,226
2011,2,fiscal,228,fiscal,190,business,68,fiscal,203,people,50,budget,72,cuts,197
2011,2,care,217,law,181,program,55,care,185,work,40,state,72,fiscal,179
2011,2,law,209,care,181,health,55,law,184,debt,36,law,68,jobs,172
2011,2,jobs,208,debt,173,tax,53,jobs,178,care,32,main,66,billion,161
2011,2,cuts,205,jobs,148,jobs,51,cuts,176,jobs,30,care,61,cut,159
2011,2,people,192,trillion,147,people,49,billion,161,job,30,tour,60,care,156
2011,2,billion,188,people,138,billion,49,cut,153,cuts,29,stop,56,people,153
2013,7,obamacare,631,obamacare,606,care,66,obamacare,526,obamacare,105,law,159,obamacare,481
2013,7,health,593,law,543,americans,65,health,509,law,95,obamacare,150,health,448
2013,7,law,589,health,527,health,59,law,494,health,84,health,145,law,430
2013,7,care,521,care,450,families,52,care,441,businesses,82,care,132,care,389
2013,7,mandate,476,mandate,450,rights,51,mandate,400,care,80,americans,100,mandate,384
2013,7,delay,412,delay,387,affordable,51,delay,342,work,79,mandate,92,delay,332
2013,7,americans,375,administration,337,women,48,energy,328,border,77,administration,89,passed,280
2013,7,administration,367,energy,336,trayvon,46,administration,309,mandate,76,energy,84,administration,278
2013,7,energy,358,americans,304,court,43,americans,302,americans,73,state,81,americans,275
2013,7,work,340,employer,298,community,42,families,267,delay,70,jobs,80,energy,274
2010,3,health,1045,health,671,health,356,health,825,health,220,health,331,health,714
2010,3,care,823,care,551,care,260,care,660,care,163,care,276,care,547
2010,3,reform,368,reform,212,reform,153,reform,297,insurance,88,reform,125,reform,243
2010,3,insurance,295,tax,166,insurance,151,insurance,207,reform,71,insurance,90,insurance,205
2010,3,tax,250,democrats,142,coverage,99,tax,205,coverage,55,law,73,tax,182
2010,3,people,204,insurance,138,tax,82,people,179,tax,45,main,70,americans,154
2010,3,americans,199,people,135,families,71,americans,173,stopped,40,tax,68,people,151
2010,3,jobs,193,americans,135,small,70,jobs,166,billion,38,program,62,healthcare,142
2010,3,billion,190,billion,134,people,65,billion,152,state,37,reconciliation,60,billion,138
2010,3,coverage,178,jobs,133,medicare,62,vote,148,provide,33,jobs,59,jobs,133
2014,3,law,591,law,541,insurance,70,law,503,law,88,health,189,law,474
2014,3,health,512,obamacare,479,work,63,health,448,americans,64,care,186,obamacare,363
2014,3,obamacare,494,health,467,law,50,obamacare,438,health,64,obamacare,131,passed,340
2014,3,care,485,care,444,people,45,care,430,energy,60,law,117,budget,331
2014,3,budget,427,veterans,381,health,45,veterans,388,obamacare,56,states,101,health,323
2014,3,veterans,407,budget,379,budget,45,budget,373,care,55,budget,96,administration,318
2014,3,administration,389,administration,362,women,43,passed,351,budget,54,veterans,90,veterans,317
2014,3,passed,380,passed,358,need,43,administration,350,people,51,americans,88,care,299
2014,3,work,379,work,312,support,42,work,337,work,42,work,81,work,298
2014,3,americans,347,energy,308,program,41,americans,283,open,42,united,79,energy,273
2010,4,tax,383,health,246,tax,140,tax,357,work,31,health,76,tax,327
2010,4,health,372,tax,243,health,126,health,346,jobs,31,tax,56,health,296
2010,4,care,304,care,213,care,91,care,280,gillibrand,28,care,55,care,249
2010,4,law,210,law,149,jobs,81,law,190,health,26,small,47,law,174
2010,4,taxes,158,taxes,129,million,75,taxes,152,tax,26,businesses,45,taxes,141
2010,4,jobs,151,nuclear,121,recovery,74,nuclear,137,care,24,jobs,44,americans,119
2010,4,state,147,spending,109,work,64,billion,132,families,23,reform,42,state,118
2010,4,reform,143,billion,109,families,64,state,132,recovery,22,law,36,million,117
2010,4,people,141,people,106,law,61,people,127,make,22,financial,34,billion,117
2010,4,businesses,140,medicare,102,state,61,americans,127,businesses,21,make,32,people,114
2010,11,tax,117,tax,103,center,22,tax,100,tax,17,main,21,tax,100
2010,11,health,72,health,53,care,20,health,69,duck,13,health,21,economy,51
2010,11,jobs,68,jobs,48,jobs,20,jobs,60,lame,13,law,20,health,51
2010,11,care,60,spending,48,health,19,care,57,capito,11,care,20,spending,49
2010,11,economy,57,economy,46,people,17,economy,53,republicans,11,jobs,19,jobs,49
2010,11,americans,57,americans,46,small,15,americans,51,people,10,state,17,americans,42
2010,11,spending,54,veterans,42,work,14,veterans,49,now,9,tax,17,work,41
2010,11,work,52,care,40,rangel,14,spending,48,members,8,business,16,people,41
2010,11,people,52,work,38,tax,14,work,45,jobs,8,mandate,16,veterans,41
2010,11,veterans,52,duck,38,recovery,13,people,42,create,8,economic,15,care,40
2015,2,budget,514,budget,482,space,78,budget,471,health,73,budget,57,budget,456
2015,2,work,386,work,320,tax,70,work,343,tax,63,cruz,56,work,340
2015,2,health,368,state,314,people,68,state,329,care,47,state,53,health,330
2015,2,state,364,health,311,work,66,people,321,work,43,security,49,tax,324
2015,2,people,361,care,305,public,62,security,315,budget,43,committee,47,people,318
2015,2,tax,359,law,299,open,61,law,296,people,40,work,45,state,311
2015,2,security,350,people,293,security,59,tax,296,trafficking,40,care,45,security,299
2015,2,law,331,security,291,health,57,health,295,open,39,states,44,open,298
2015,2,care,324,tax,289,important,55,care,277,families,38,obamas,41,law,295
2015,2,open,310,passed,271,state,50,open,271,obamacare,37,executive,40,care,279
2015,5,veterans,352,iran,305,trade,81,veterans,321,states,34,iran,117,veterans,296
2015,5,iran,313,budget,297,veterans,50,iran,289,fischer,33,portman,86,budget,263
2015,5,budget,304,veterans,296,work,46,budget,284,veterans,31,nuclear,81,passed,244
2015,5,states,293,states,267,jobs,42,states,259,open,28,trade,72,defense,223
2015,5,passed,287,passed,262,committee,41,passed,259,passed,28,states,70,states,220
2015,5,work,268,nuclear,257,agreement,37,nuclear,248,work,27,state,67,work,215
2015,5,nuclear,264,defense,230,transportation,35,energy,245,funding,27,agreement,65,small,199
2015,5,energy,258,energy,228,funding,33,work,241,support,26,energy,63,military,196
2015,5,support,252,support,227,health,31,support,226,month,26,deal,60,iran,196
2015,5,committee,243,work,222,important,29,committee,222,united,26,support,60,first,196
2014,8,veterans,599,veterans,513,veterans,86,veterans,524,veterans,75,veterans,124,veterans,475
2014,8,care,426,border,368,care,79,care,356,care,70,care,87,border,351
2014,8,border,404,care,347,health,64,border,342,border,62,children,60,care,339
2014,8,work,305,work,248,people,58,work,272,children,53,states,55,work,265
2014,8,health,282,passed,221,work,57,health,244,health,38,border,53,health,231
2014,8,law,260,health,218,jobs,55,law,231,work,33,health,51,passed,221
2014,8,passed,249,law,216,support,46,passed,222,country,33,families,48,law,217
2014,8,children,220,states,186,law,44,states,189,families,32,state,48,crisis,178
2014,8,support,209,children,180,community,41,support,186,law,29,law,43,support,169
2014,8,states,209,crisis,179,young,41,crisis,174,home,28,services,43,people,165
2010,9,tax,367,tax,279,small,179,tax,323,jobs,57,health,78,tax,301
2010,9,small,331,spending,201,business,111,small,284,small,47,care,66,small,287
2010,9,health,298,health,201,businesses,108,health,271,tax,44,jobs,66,businesses,223
2010,9,businesses,274,care,174,health,97,businesses,238,businesses,36,tax,66,health,220
2010,9,care,262,businesses,166,care,88,care,232,care,30,businesses,51,care,196
2010,9,jobs,229,jobs,153,tax,87,business,200,economy,29,business,46,spending,193
2010,9,business,227,small,152,jobs,75,spending,188,spending,29,law,45,business,181
2010,9,spending,217,business,116,law,65,jobs,172,people,27,small,44,jobs,163
2010,9,law,175,people,113,insurance,64,law,153,business,27,americans,32,people,148
2010,9,people,167,law,110,people,54,people,140,health,27,plan,32,law,130
2012,1,jobs,502,jobs,377,jobs,114,jobs,402,jobs,100,state,103,jobs,429
2012,1,state,362,pipeline,291,state,89,state,283,state,79,debt,76,pipeline,262
2012,1,energy,317,debt,270,economy,73,pipeline,283,work,68,jobs,73,state,259
2012,1,pipeline,315,state,268,union,68,debt,274,energy,56,energy,64,energy,253
2012,1,debt,289,energy,267,work,67,energy,261,union,54,economy,61,economy,217
2012,1,economy,278,keystone,254,address,63,keystone,238,economy,54,work,56,debt,213
2012,1,work,267,budget,224,tax,58,economy,224,address,45,keystone,56,work,211
2012,1,keystone,266,economy,197,energy,41,budget,209,health,41,years,54,keystone,210
2012,1,address,249,work,191,americans,39,address,204,job,41,pipeline,53,address,207
2012,1,union,235,spending,189,service,37,work,199,law,37,read,49,budget,196
2014,4,budget,671,budget,548,budget,122,budget,587,work,91,health,111,budget,644
2014,4,health,383,work,309,health,89,health,312,budget,84,care,95,work,318
2014,4,work,375,obamacare,297,work,62,care,290,health,71,obamacare,73,health,272
2014,4,care,335,health,291,care,62,work,284,women,60,administration,71,obamacare,240
2014,4,obamacare,313,care,273,make,59,obamacare,274,jobs,59,state,65,care,240
2014,4,veterans,270,veterans,233,pay,54,veterans,242,people,51,law,64,americans,234
2014,4,americans,267,law,230,people,53,law,235,workers,51,states,62,people,219
2014,4,law,265,americans,212,million,51,americans,222,pay,49,work,57,veterans,218
2014,4,people,261,jobs,210,americans,50,people,210,make,46,veterans,52,jobs,201
2014,4,jobs,243,administration,208,states,49,administration,206,open,46,center,52,law,201
2009,8,care,65,care,48,rural,23,care,63,afghanistan,10,read,14,care,56
2009,8,health,65,health,40,health,12,health,60,iraq,9,health,13,health,52
2009,8,reform,28,boehner,25,reform,9,boehner,25,general,8,afghanistan,10,boehner,25
2009,8,boehner,25,issues,17,care,8,reform,25,read,7,iraq,9,reform,23
2009,8,rural,24,building,16,caucus,8,rural,24,plane,5,care,9,rural,23
2009,8,issues,20,pm,15,country,8,issues,17,health,5,general,8,issues,19
2009,8,building,18,reform,14,month,6,pm,16,kansans,5,sanders,7,building,17
2009,8,country,17,john,12,africa,6,country,14,forces,5,plane,5,pm,16
2009,8,read,16,open,11,ghana,5,building,14,ku,5,green,5,country,13
2009,8,pm,16,find,11,discuss,5,john,12,bring,5,forces,5,john,11
2009,9,health,842,health,526,health,298,health,692,health,150,health,168,health,674
2009,9,care,674,care,463,care,193,care,581,care,93,care,143,care,531
2009,9,reform,345,reform,206,reform,133,reform,273,reform,72,reform,74,reform,271
2009,9,insurance,224,acorn,183,insurance,103,acorn,188,insurance,61,main,63,insurance,193
2009,9,acorn,204,plan,140,people,82,americans,164,people,54,acorn,61,people,165
2009,9,people,200,americans,121,hn,67,insurance,163,hn,51,cornyn,50,plan,151
2009,9,plan,190,insurance,121,make,64,system,151,plan,45,system,42,americans,146
2009,9,americans,179,people,116,work,60,people,146,flu,38,program,41,acorn,143
2009,9,system,167,system,112,americans,57,plan,145,work,36,make,39,coverage,128
2009,9,coverage,154,program,105,public,57,program,131,make,35,now,39,system,125
2011,3,spending,577,spending,477,health,148,spending,516,spending,61,spending,131,spending,446
2011,3,health,524,health,369,care,136,health,495,budget,48,budget,111,health,418
2011,3,care,455,energy,345,budget,118,care,421,border,44,health,106,energy,377
2011,3,budget,448,law,323,law,106,budget,400,support,39,care,92,care,363
2011,3,law,429,budget,314,spending,96,law,392,law,37,law,74,law,355
2011,3,energy,417,care,313,energy,72,energy,390,care,34,billion,61,budget,337
2011,3,billion,286,billion,245,program,68,billion,258,small,33,tax,60,billion,225
2011,3,businesses,252,businesses,213,work,62,businesses,222,continue,32,state,60,businesses,213
2011,3,people,230,small,185,jobs,61,tax,201,jobs,31,debt,54,people,204
2011,3,small,227,obamacare,174,people,58,people,200,passed,31,address,53,small,197
2010,12,tax,704,tax,371,tax,333,tax,605,tax,99,tax,120,tax,584
2010,12,law,209,spending,157,cuts,125,spending,161,dont,58,law,46,law,163
2010,12,health,185,law,93,law,116,law,156,law,53,states,46,health,155
2010,12,cuts,177,health,93,health,92,health,138,cuts,51,cuts,43,spending,153
2010,12,spending,176,americans,84,food,90,americans,136,food,49,first,42,americans,139
2010,12,americans,171,businesses,82,families,89,jobs,128,health,47,state,39,cuts,134
2010,12,jobs,162,care,80,dont,88,care,126,support,36,families,38,jobs,130
2010,12,care,156,years,79,americans,87,cuts,126,passed,36,years,38,care,129
2010,12,years,152,jobs,79,jobs,83,years,119,americans,35,food,36,years,114
2010,12,families,147,people,77,passed,82,families,114,tell,34,illinois,35,families,109
2011,5,energy,675,energy,616,health,80,energy,565,energy,110,energy,111,energy,564
2011,5,budget,376,budget,348,bin,72,gas,329,budget,86,address,90,budget,317
2011,5,gas,368,gas,315,medicare,69,budget,290,medicare,73,debt,67,gas,317
2011,5,prices,329,debt,301,laden,58,jobs,285,spending,60,tour,65,jobs,288
2011,5,jobs,319,spending,300,care,57,prices,280,health,56,budget,59,prices,281
2011,5,spending,317,prices,288,jobs,52,oil,269,work,50,read,56,spending,268
2011,5,debt,311,jobs,266,program,52,debt,265,prices,49,location,56,health,255
2011,5,health,302,oil,240,osama,52,spending,257,care,47,state,54,oil,251
2011,5,oil,297,work,227,school,49,health,246,debt,46,bin,52,medicare,249
2011,5,bin,278,health,218,energy,47,bin,244,tax,41,gas,51,debt,244
2011,12,tax,387,tax,280,tax,107,tax,305,tax,82,jobs,46,tax,350
2011,12,jobs,305,job,247,veterans,71,jobs,258,small,48,pipeline,45,job,261
2011,12,job,281,jobs,245,payroll,63,job,244,jobs,47,energy,43,jobs,259
2011,12,regulations,248,regulations,230,cut,60,regulations,213,businesses,47,care,37,regulations,228
2011,12,businesses,202,businesses,172,jobs,59,passed,174,payroll,41,health,37,businesses,193
2011,12,small,192,small,167,million,55,work,158,veterans,40,tax,37,small,185
2011,12,passed,192,passed,158,service,55,businesses,155,job,37,keystone,37,passed,171
2011,12,work,191,work,152,families,47,economy,154,regulations,35,spending,36,payroll,167
2011,12,payroll,183,spending,148,unemployment,43,small,144,security,34,years,35,work,167
2011,12,economy,180,economy,148,health,43,spending,143,work,33,state,34,economy,156
2010,8,jobs,171,tax,108,small,105,tax,150,small,37,iraq,21,jobs,163
2010,8,tax,166,spending,76,jobs,100,security,141,jobs,33,security,21,tax,152
2010,8,health,153,health,72,security,95,jobs,138,health,30,social,17,health,139
2010,8,security,146,jobs,71,businesses,84,health,123,businesses,27,main,17,small,136
2010,8,small,136,states,70,law,75,law,105,business,24,iran,16,security,125
2010,8,law,121,economic,65,health,71,spending,104,care,21,states,15,businesses,113
2010,8,businesses,115,economy,51,business,70,small,99,financial,19,tax,14,spending,111
2010,8,spending,111,care,51,border,66,states,95,law,16,health,14,law,111
2010,8,care,107,billion,50,social,58,businesses,88,billion,16,wisconsin,12,business,103
2010,8,business,104,stimulus,49,million,55,care,86,tax,16,troops,11,care,95
2014,9,health,368,health,317,support,62,health,307,isil,68,isis,55,health,353
2014,9,isis,330,isis,280,community,62,states,291,health,61,states,44,states,281
2014,9,states,327,states,273,people,60,isis,288,work,51,state,39,isis,275
2014,9,state,298,united,241,isil,59,united,260,threat,46,energy,37,work,269
2014,9,united,290,state,238,vote,56,state,258,people,45,united,35,state,259
2014,9,work,288,work,235,state,56,energy,246,isis,42,epa,34,united,253
2014,9,energy,268,energy,234,syrian,51,work,237,open,40,support,30,people,234
2014,9,people,256,care,213,health,51,people,211,state,40,isil,30,energy,231
2014,9,care,238,americans,197,work,50,care,200,care,38,passed,28,care,226
2014,9,support,235,jobs,195,iraq,48,support,199,americans,37,administration,25,americans,209
2010,2,health,429,health,299,jobs,118,health,390,spending,57,health,119,health,310
2010,2,care,316,care,242,health,116,care,296,jobs,52,care,76,care,240
2010,2,budget,271,budget,195,small,79,budget,222,budget,49,budget,62,budget,209
2010,2,jobs,244,spending,181,credit,78,jobs,192,health,39,jobs,57,spending,189
2010,2,spending,227,debt,142,budget,75,spending,170,tax,38,state,55,jobs,187
2010,2,tax,170,jobs,125,economy,65,debt,148,credit,27,small,54,debt,146
2010,2,debt,167,tax,113,care,64,state,141,economy,25,insurance,46,tax,124
2010,2,state,166,trillion,111,state,61,people,135,state,25,tax,46,economy,117
2010,2,economy,152,state,105,businesses,59,tax,132,small,24,energy,43,people,116
2010,2,people,148,people,103,funding,57,economy,127,families,23,businesses,43,state,111
2009,12,health,315,health,212,jobs,112,health,276,jobs,67,health,179,jobs,239
2009,12,jobs,272,tax,203,health,103,tax,248,billion,42,care,159,tax,229
2009,12,tax,268,care,183,tax,65,care,211,christmas,41,reform,76,health,136
2009,12,care,244,jobs,160,families,64,jobs,205,health,39,reid,70,afghanistan,122
2009,12,afghanistan,167,spending,157,program,62,spending,146,energy,38,medicare,61,people,116
2009,12,spending,161,afghanistan,115,care,61,afghanistan,133,debt,34,main,61,spending,113
2009,12,billion,151,debt,109,million,60,people,124,afghanistan,34,billion,49,energy,112
2009,12,energy,144,stimulus,107,unemployment,59,program,123,care,33,states,48,economy,110
2009,12,people,143,billion,103,people,59,reform,121,plan,31,cornyn,48,program,107
2009,12,economy,135,troops,94,economic,55,economy,114,capito,31,spending,48,debt,103
